ID,ZLECENIE_ID,ADRESAT_ID,RODZAJ_PRZESYLKI,WYMIAR_X,WYMIAR_Y,WYMIAR_Z,WAGA,DATA_NADANIA
34575,19165,3130,paczka,33,21,70,14989,2021-05-13
34576,19165,18360,paleta,60,31,55,138542,2021-05-13
34577,19166,8613,list,36,17,2,708,2021-07-18
34578,19166,6996,paczka,58,89,9,48540,2021-07-18
34579,19167,2847,paczka,94,99,11,46244,2021-05-02
34580,19168,12135,paleta,74,46,77,192692,2021-03-31
34581,19168,19018,paczka,68,94,3,3183,2021-03-31
34582,19169,7154,paczka,58,76,53,10641,2021-09-01
34583,19170,14397,list,45,38,15,883,2021-10-25
34584,19171,12240,paczka,21,30,29,49692,2021-09-30
34585,19171,17175,paczka,49,26,49,43068,2021-09-30
34586,19172,17520,list,37,39,9,500,2021-05-09
34587,19173,6733,paczka,37,29,91,2269,2021-02-03
34588,19173,16175,paleta,40,95,22,118117,2021-02-03
34589,19173,14138,paczka,61,35,13,39128,2021-02-03
34590,19174,8257,paleta,66,27,26,65243,2021-10-24
34591,19175,19715,paleta,96,28,56,41714,2021-06-30
34592,19176,13364,paczka,69,77,2,40480,2021-04-08
34593,19177,13096,paleta,59,76,90,131682,2021-03-26
34594,19177,1893,list,35,37,12,731,2021-03-26
34595,19177,85,list,37,10,4,722,2021-03-26
34596,19177,3009,list,31,29,17,363,2021-03-26
34597,19178,16036,paczka,77,26,53,11322,2021-10-22
34598,19178,17963,list,23,11,13,128,2021-10-22
34599,19179,9110,paleta,70,67,50,122914,2021-02-06
34600,19179,19289,paczka,45,34,6,22718,2021-02-06
34601,19179,611,paleta,97,93,47,139618,2021-02-06
34602,19179,10626,paczka,28,95,44,48422,2021-02-06
34603,19180,19261,paleta,67,56,79,178980,2021-05-19
34604,19181,7410,paczka,87,83,59,25175,2021-09-05
34605,19182,18711,paleta,51,78,54,53351,2021-05-05
34606,19183,16594,paleta,94,81,43,107192,2021-01-23
34607,19184,17113,paczka,29,54,70,21920,2021-03-20
34608,19184,14406,paczka,50,54,19,45255,2021-03-20
34609,19184,91,list,19,40,8,738,2021-03-20
34610,19185,3460,paleta,58,81,46,161796,2021-03-04
34611,19186,4584,paleta,67,60,98,161004,2021-09-24
34612,19187,19714,paczka,53,95,9,17848,2021-09-12
34613,19188,12324,paczka,95,33,89,43160,2021-08-24
34614,19188,3831,paleta,35,89,94,131095,2021-08-24
34615,19189,278,paleta,63,21,72,161148,2021-01-10
34616,19190,19998,paczka,84,7,2,27254,2021-08-15
34617,19191,19251,paczka,70,61,23,47914,2021-02-12
34618,19192,4049,list,37,17,18,770,2021-04-13
34619,19193,9235,paleta,61,25,72,51488,2021-06-21
34620,19193,3938,paczka,10,50,25,46089,2021-06-21
34621,19193,9287,paleta,90,69,74,191264,2021-06-21
34622,19194,8198,list,28,37,15,97,2021-01-18
34623,19195,16194,list,32,17,12,101,2021-08-13
34624,19196,753,list,31,5,5,192,2021-10-21
34625,19197,13910,paleta,47,84,61,135367,2021-01-08
34626,19198,10302,list,9,36,4,631,2021-05-18
34627,19198,18237,paleta,53,28,38,39770,2021-05-18
34628,19198,1663,list,7,38,9,589,2021-05-18
34629,19198,1763,list,10,45,13,755,2021-05-18
34630,19199,11204,list,9,17,6,578,2021-03-29
34631,19200,19839,paleta,24,25,35,116306,2021-02-18
34632,19201,19238,paczka,67,62,10,5033,2021-03-18
34633,19202,14705,paleta,54,66,87,186914,2021-03-14
34634,19202,18009,list,42,45,9,161,2021-03-14
34635,19203,13998,list,18,36,9,966,2021-02-05
34636,19204,15959,paleta,36,83,90,148348,2021-04-20
34637,19204,11736,paczka,67,12,24,42595,2021-04-20
34638,19204,18776,list,31,31,9,517,2021-04-20
34639,19204,12539,list,24,22,15,3,2021-04-20
34640,19205,14012,list,42,19,4,127,2021-02-09
34641,19205,9269,list,18,27,1,443,2021-02-09
34642,19205,18742,paleta,69,49,79,108854,2021-02-09
34643,19206,14017,list,33,42,12,929,2021-01-01
34644,19206,3658,paczka,80,92,94,39859,2021-01-01
34645,19207,9039,paczka,72,15,32,16511,2021-06-21
34646,19207,19432,paczka,25,27,86,13970,2021-06-21
34647,19208,7758,paczka,72,99,45,1143,2021-08-07
34648,19209,6914,paczka,18,9,6,15219,2021-03-30
34649,19210,16616,paczka,27,39,83,20731,2021-05-10
34650,19211,19886,paleta,64,36,27,53472,2021-09-28
34651,19211,7553,paczka,11,59,49,2880,2021-09-28
34652,19211,12023,paleta,23,44,63,111355,2021-09-28
34653,19212,13378,paczka,69,32,2,19946,2021-06-14
34654,19213,12769,paczka,21,19,34,33097,2021-07-09
34655,19213,14201,paleta,29,81,91,49546,2021-07-09
34656,19213,15982,paleta,64,57,67,78779,2021-07-09
34657,19214,14757,paleta,82,34,33,63036,2021-07-15
34658,19214,14809,list,27,46,5,55,2021-07-15
34659,19214,2576,paczka,50,39,34,17217,2021-07-15
34660,19215,10936,list,15,8,15,660,2021-09-26
34661,19215,18232,paleta,77,21,63,53708,2021-09-26
34662,19216,2581,list,46,45,9,657,2021-04-09
34663,19216,14844,paczka,94,37,43,43444,2021-04-09
34664,19216,5925,list,6,14,10,279,2021-04-09
34665,19217,14384,paczka,70,36,10,25435,2021-04-08
34666,19218,1063,list,48,28,11,556,2021-02-03
34667,19219,7010,list,21,26,2,101,2021-10-21
34668,19220,506,list,24,36,7,226,2021-04-14
34669,19221,14511,list,7,14,10,891,2021-10-09
34670,19222,6283,paczka,38,7,51,45353,2021-05-29
34671,19222,6423,list,39,14,14,903,2021-05-29
34672,19222,8825,paleta,96,34,21,96825,2021-05-29
34673,19222,12387,paleta,50,58,69,134616,2021-05-29
34674,19223,14872,paczka,75,36,87,24815,2021-06-05
34675,19224,14527,paleta,46,95,78,176633,2021-06-08
34676,19225,19775,list,27,29,1,859,2021-04-12
34677,19225,4415,list,25,6,4,401,2021-04-12
34678,19225,10341,list,42,37,18,386,2021-04-12
34679,19225,15979,paleta,47,42,55,165691,2021-04-12
34680,19226,19933,paleta,69,80,21,78707,2021-01-03
34681,19227,18950,list,28,34,6,981,2021-05-17
34682,19228,17625,list,42,44,11,931,2021-04-01
34683,19229,10755,paleta,46,49,31,166390,2021-05-10
34684,19230,4960,paczka,15,95,34,47668,2021-08-04
34685,19230,4426,list,7,19,12,237,2021-08-04
34686,19231,17169,paleta,44,82,97,175483,2021-07-31
34687,19232,8532,paczka,86,90,12,43078,2021-07-05
34688,19233,17252,list,10,25,9,148,2021-03-03
34689,19233,4576,paczka,57,39,3,17848,2021-03-03
34690,19233,2259,paczka,85,65,76,42035,2021-03-03
34691,19234,345,list,13,27,9,215,2021-09-27
34692,19235,14977,paleta,95,30,52,185203,2021-09-11
34693,19236,7298,list,26,45,11,831,2021-02-11
34694,19237,1267,list,32,29,17,170,2021-07-14
34695,19237,4468,paleta,80,53,78,35083,2021-07-14
34696,19238,15624,paczka,54,14,14,28567,2021-05-18
34697,19238,1880,paleta,85,55,67,43752,2021-05-18
34698,19238,17528,paleta,93,87,34,70813,2021-05-18
34699,19238,13522,paczka,74,72,19,5153,2021-05-18
34700,19239,19971,paleta,95,77,31,142507,2021-09-18
34701,19239,5168,paleta,49,26,39,42713,2021-09-18
34702,19239,16113,list,18,37,6,948,2021-09-18
34703,19240,6484,list,46,31,7,417,2021-04-30
34704,19241,17884,paleta,73,20,33,56360,2021-08-20
34705,19241,15198,paczka,89,29,48,49187,2021-08-20
34706,19241,3170,paleta,63,43,24,78097,2021-08-20
34707,19241,3808,list,18,47,17,269,2021-08-20
34708,19242,7836,list,28,29,5,601,2021-03-07
34709,19243,17455,list,31,26,7,167,2021-09-17
34710,19244,15574,paleta,45,62,84,138572,2021-05-17
34711,19244,1549,list,13,36,19,875,2021-05-17
34712,19244,18662,list,7,40,8,205,2021-05-17
34713,19245,12246,list,15,11,4,133,2021-01-09
34714,19245,4829,paleta,47,58,29,68265,2021-01-09
34715,19246,19738,paleta,63,21,39,198333,2021-07-06
34716,19247,4090,list,16,36,4,180,2021-04-21
34717,19248,9546,paleta,97,33,58,64304,2021-02-17
34718,19249,10527,paczka,13,99,49,35517,2021-10-08
34719,19250,19204,paleta,91,86,56,146896,2021-02-19
34720,19250,15664,list,19,39,1,934,2021-02-19
34721,19250,18936,paczka,49,55,28,17519,2021-02-19
34722,19251,11024,paczka,31,41,26,24106,2021-07-24
34723,19252,14789,paczka,56,30,86,39908,2021-10-14
34724,19253,11649,list,11,38,9,832,2021-01-22
34725,19254,11071,paleta,70,42,84,96439,2021-04-27
34726,19254,10028,list,39,49,9,490,2021-04-27
34727,19254,8887,paczka,6,73,33,44405,2021-04-27
34728,19254,7197,paczka,58,85,90,8251,2021-04-27
34729,19255,12999,paczka,95,58,99,40138,2021-03-22
34730,19256,5489,paczka,35,41,31,21599,2021-06-16
34731,19257,16249,paczka,21,60,46,5540,2021-08-11
34732,19258,4953,paczka,20,19,57,5179,2021-03-18
34733,19259,7392,paleta,39,86,67,183938,2021-01-25
34734,19260,18088,list,25,30,10,445,2021-03-04
34735,19261,12055,paczka,75,34,52,39844,2021-04-07
34736,19262,19493,paczka,84,39,36,5104,2021-08-20
34737,19262,18202,paczka,26,24,84,6477,2021-08-20
34738,19262,1118,paczka,8,53,82,11845,2021-08-20
34739,19262,3759,paczka,17,54,9,21996,2021-08-20
34740,19263,19671,paczka,92,27,51,32084,2021-08-05
34741,19264,9288,paczka,68,25,55,46408,2021-05-02
34742,19265,3835,paleta,50,57,32,136305,2021-07-25
34743,19265,10213,paczka,67,64,5,38478,2021-07-25
34744,19265,15097,paleta,53,95,90,31891,2021-07-25
34745,19265,500,paleta,36,64,33,161172,2021-07-25
34746,19266,14957,list,48,43,10,595,2021-03-20
34747,19267,17490,paczka,5,99,48,4724,2021-09-14
34748,19267,3235,paleta,20,79,26,56750,2021-09-14
34749,19268,3066,list,41,47,5,604,2021-09-21
34750,19269,5959,paleta,65,99,76,109296,2021-08-22
34751,19270,4043,paleta,87,36,36,163416,2021-01-27
34752,19270,5075,paczka,42,36,23,35367,2021-01-27
34753,19270,13755,paleta,75,85,55,66124,2021-01-27
34754,19271,9564,list,18,13,8,497,2021-10-03
34755,19271,8934,paczka,75,31,42,18069,2021-10-03
34756,19271,7650,paleta,42,76,37,82085,2021-10-03
34757,19271,7402,list,9,10,10,224,2021-10-03
34758,19272,16766,paleta,39,96,34,75643,2021-10-26
34759,19272,4402,list,10,8,3,231,2021-10-26
34760,19272,15059,paczka,44,29,26,1330,2021-10-26
34761,19273,15222,paczka,36,41,90,48884,2021-01-24
34762,19274,10474,list,14,25,17,464,2021-02-14
34763,19274,9101,list,45,49,13,14,2021-02-14
34764,19275,15392,paleta,26,45,49,197922,2021-03-25
34765,19275,15335,paczka,5,23,33,1443,2021-03-25
34766,19276,14367,list,45,40,1,409,2021-06-30
34767,19276,7364,paczka,21,7,85,46048,2021-06-30
34768,19276,15076,paleta,37,35,53,83172,2021-06-30
34769,19276,17126,list,21,34,6,250,2021-06-30
34770,19277,7011,paleta,37,27,45,37255,2021-10-21
34771,19278,18104,paczka,36,31,5,37220,2021-03-16
34772,19278,17170,paczka,82,48,67,24199,2021-03-16
34773,19278,15234,paczka,87,50,4,27799,2021-03-16
34774,19278,333,paczka,32,17,93,46069,2021-03-16
34775,19279,5631,paleta,45,35,87,123349,2021-06-01
34776,19279,6607,paleta,93,57,93,104211,2021-06-01
34777,19279,15283,paleta,56,66,20,194879,2021-06-01
34778,19280,3440,paczka,70,8,39,43039,2021-01-01
34779,19281,9572,list,23,10,3,559,2021-04-06
34780,19282,9356,paczka,6,72,84,35203,2021-05-18
34781,19283,15353,list,32,23,6,67,2021-03-05
34782,19284,1674,list,21,41,19,357,2021-05-09
34783,19285,3885,paczka,46,34,19,46253,2021-07-19
34784,19285,16034,list,37,18,13,29,2021-07-19
34785,19286,16761,paczka,68,90,72,37164,2021-03-21
34786,19286,11886,paleta,59,42,75,191179,2021-03-21
34787,19286,6845,paczka,33,43,91,8368,2021-03-21
34788,19286,6454,paczka,9,71,29,40101,2021-03-21
34789,19287,11693,paczka,89,45,42,31829,2021-01-13
34790,19288,17585,list,20,33,7,940,2021-08-22
34791,19289,6469,list,41,27,8,774,2021-08-04
34792,19290,238,paleta,94,88,98,69911,2021-01-24
34793,19291,9662,paleta,85,97,72,50091,2021-08-06
34794,19291,5160,paczka,31,46,82,4397,2021-08-06
34795,19291,9440,paczka,82,52,54,19398,2021-08-06
34796,19292,9860,list,46,30,17,54,2021-09-04
34797,19293,7377,paleta,58,54,76,120683,2021-06-26
34798,19293,13342,paczka,66,87,94,8830,2021-06-26
34799,19294,8807,list,48,27,17,887,2021-04-07
34800,19295,11538,paczka,58,68,60,33270,2021-04-08
34801,19295,3177,list,12,5,1,699,2021-04-08
34802,19295,2050,list,42,9,5,355,2021-04-08
34803,19295,10328,paczka,31,14,97,24742,2021-04-08
34804,19296,5224,list,19,29,17,605,2021-08-27
34805,19296,10566,paczka,33,21,92,12069,2021-08-27
34806,19297,2640,paczka,22,76,64,16440,2021-06-07
34807,19298,9190,paczka,19,34,79,36558,2021-05-04
34808,19299,15672,paczka,31,21,26,43533,2021-07-08
34809,19300,16198,paczka,42,29,52,6607,2021-01-12
34810,19300,6637,list,43,24,12,594,2021-01-12
34811,19300,11242,list,21,29,8,734,2021-01-12
34812,19300,3890,paleta,40,53,95,168696,2021-01-12
34813,19301,13312,paczka,32,77,96,17014,2021-05-09
34814,19301,8479,paczka,21,75,45,36289,2021-05-09
34815,19301,2071,paczka,27,73,45,24115,2021-05-09
34816,19302,1456,paleta,24,50,87,40365,2021-01-20
34817,19302,17675,list,8,30,6,346,2021-01-20
34818,19302,10430,paleta,39,75,27,36707,2021-01-20
34819,19303,1847,paleta,23,67,81,38504,2021-01-10
34820,19303,16189,list,7,6,8,755,2021-01-10
34821,19303,10990,paczka,30,50,53,41675,2021-01-10
34822,19303,12635,paleta,46,66,81,26339,2021-01-10
34823,19304,13981,list,47,9,17,918,2021-09-23
34824,19305,5468,paczka,21,31,31,14951,2021-06-24
34825,19306,1942,paczka,91,54,23,29847,2021-08-20
34826,19306,3678,paczka,28,75,75,1677,2021-08-20
34827,19307,3833,paczka,8,20,27,48085,2021-02-18
34828,19308,15749,paleta,86,54,75,40384,2021-01-23
34829,19308,1573,paczka,42,86,21,30859,2021-01-23
34830,19309,7606,list,49,14,12,72,2021-02-22
34831,19310,6070,paczka,58,36,69,27032,2021-05-09
34832,19310,9857,list,30,19,8,445,2021-05-09
34833,19310,13434,paczka,51,69,6,42782,2021-05-09
34834,19311,1257,paleta,23,73,67,133353,2021-05-22
34835,19311,1680,paleta,49,72,27,91682,2021-05-22
34836,19312,18811,paczka,37,41,28,12944,2021-05-09
34837,19313,1858,paleta,75,85,87,175034,2021-04-12
34838,19314,18343,list,25,47,6,527,2021-03-03
34839,19315,9571,list,47,21,19,609,2021-08-28
34840,19316,11840,paleta,77,29,43,131746,2021-10-01
34841,19316,14130,paleta,20,82,68,86490,2021-10-01
34842,19316,9074,paleta,58,31,28,83842,2021-10-01
34843,19316,11610,paczka,55,79,25,33697,2021-10-01
34844,19317,13547,paczka,11,51,36,24571,2021-02-24
34845,19317,7131,list,48,37,9,960,2021-02-24
34846,19318,18359,paczka,87,82,27,19350,2021-05-27
34847,19318,211,paleta,44,84,73,66116,2021-05-27
34848,19319,4090,paleta,34,71,71,39780,2021-01-13
34849,19320,15024,paczka,51,91,30,38489,2021-05-25
34850,19320,8427,paleta,67,36,47,102729,2021-05-25
34851,19320,13211,paczka,67,64,82,28682,2021-05-25
34852,19320,12916,paczka,62,55,52,15022,2021-05-25
34853,19321,9700,paleta,86,66,88,65731,2021-10-04
34854,19322,18669,list,47,43,7,643,2021-05-28
34855,19322,10844,paleta,65,95,25,118088,2021-05-28
34856,19322,6216,list,34,5,3,14,2021-05-28
34857,19323,11760,paczka,68,80,29,47933,2021-03-25
34858,19323,1794,paleta,53,34,85,32644,2021-03-25
34859,19323,12144,list,37,13,5,624,2021-03-25
34860,19323,7381,list,36,6,11,556,2021-03-25
34861,19324,8480,list,17,11,19,744,2021-10-25
34862,19325,18486,paczka,45,64,92,34829,2021-02-02
34863,19326,6350,list,11,20,17,898,2021-02-16
34864,19327,18888,list,25,7,3,570,2021-04-04
34865,19328,222,paleta,52,50,44,52438,2021-05-26
34866,19329,3871,list,14,18,3,751,2021-07-09
34867,19330,5402,paczka,73,55,45,42309,2021-08-06
34868,19331,7425,paleta,41,46,98,135392,2021-07-22
34869,19331,11488,paleta,76,44,54,143444,2021-07-22
34870,19332,15518,paleta,39,64,95,123750,2021-08-28
34871,19333,4244,paczka,53,88,4,6882,2021-03-06
34872,19333,5665,paleta,83,34,68,114756,2021-03-06
34873,19333,18881,list,33,39,3,879,2021-03-06
34874,19333,6747,list,32,39,3,980,2021-03-06
34875,19334,13025,paczka,30,18,1,29694,2021-03-10
34876,19334,314,list,49,44,2,978,2021-03-10
34877,19334,8969,paleta,91,22,55,94644,2021-03-10
34878,19334,1644,list,36,49,7,841,2021-03-10
34879,19335,7138,list,43,11,5,33,2021-10-26
34880,19336,15342,paleta,75,30,20,94634,2021-07-22
34881,19337,4335,paleta,55,79,63,105950,2021-06-10
34882,19338,5577,paleta,22,29,24,148326,2021-04-18
34883,19339,3865,list,44,15,13,303,2021-03-09
34884,19340,12722,paleta,90,99,88,84461,2021-05-13
34885,19341,614,paczka,17,85,13,22355,2021-03-28
34886,19341,14,paczka,49,94,52,14375,2021-03-28
34887,19341,10184,paczka,39,30,14,44204,2021-03-28
34888,19342,16957,paczka,63,58,41,45777,2021-08-01
34889,19343,7306,paczka,68,39,60,49401,2021-07-12
34890,19344,7511,paleta,79,30,88,180462,2021-01-21
34891,19345,8373,paleta,50,99,87,62948,2021-02-11
34892,19346,1348,list,43,5,18,141,2021-10-08
34893,19347,18568,list,7,20,3,958,2021-10-04
34894,19347,1726,paleta,71,21,98,185926,2021-10-04
34895,19347,18750,list,8,37,13,76,2021-10-04
34896,19348,10740,paleta,43,48,72,92863,2021-06-14
34897,19349,11345,paleta,51,90,21,73692,2021-01-03
34898,19349,11413,list,31,43,1,244,2021-01-03
34899,19349,11508,paleta,40,34,29,109324,2021-01-03
34900,19349,10040,list,39,9,10,506,2021-01-03
34901,19350,15640,paleta,62,48,83,53301,2021-05-13
34902,19351,13255,list,22,23,12,683,2021-06-07
34903,19352,2309,list,31,11,4,546,2021-08-31
34904,19352,7531,paleta,32,59,76,25517,2021-08-31
34905,19352,6478,list,37,36,3,976,2021-08-31
34906,19353,1620,list,18,34,17,481,2021-06-20
34907,19354,14998,list,13,18,13,76,2021-03-21
34908,19355,3889,paczka,49,28,23,12286,2021-05-20
34909,19356,19248,paczka,49,10,91,502,2021-05-29
34910,19357,12063,paleta,21,46,63,30287,2021-08-16
34911,19357,5384,list,29,49,4,719,2021-08-16
34912,19357,17435,paczka,42,30,98,29246,2021-08-16
34913,19358,9198,paczka,69,49,93,40463,2021-02-21
34914,19358,1273,paczka,63,29,74,14864,2021-02-21
34915,19358,3704,paczka,62,59,94,32278,2021-02-21
34916,19359,8461,paczka,78,39,96,31718,2021-05-17
34917,19360,349,list,44,32,1,214,2021-02-17
34918,19361,13252,paleta,71,38,26,25206,2021-04-18
34919,19361,10708,list,16,9,12,993,2021-04-18
34920,19362,2669,paczka,44,40,65,14744,2021-02-22
34921,19362,3844,paczka,52,73,7,35878,2021-02-22
34922,19362,15031,list,33,28,11,561,2021-02-22
34923,19362,17590,paczka,9,12,10,24609,2021-02-22
34924,19363,12278,paleta,22,77,84,63234,2021-05-01
34925,19364,6969,list,26,26,6,605,2021-07-18
34926,19364,10252,paczka,11,81,73,48451,2021-07-18
34927,19364,12020,list,28,30,1,703,2021-07-18
34928,19364,17695,paczka,68,46,9,15265,2021-07-18
34929,19365,5099,paczka,27,43,11,11760,2021-10-11
34930,19365,10703,paleta,33,50,87,160371,2021-10-11
34931,19365,18521,paleta,91,39,83,153042,2021-10-11
34932,19366,1699,list,49,18,1,556,2021-08-04
34933,19366,18690,paczka,96,97,3,36763,2021-08-04
34934,19366,11108,list,23,42,8,120,2021-08-04
34935,19366,10652,paczka,42,68,23,21256,2021-08-04
34936,19367,13282,paleta,39,90,69,48067,2021-09-07
34937,19367,8230,paleta,34,49,93,38882,2021-09-07
34938,19367,3852,list,12,13,15,566,2021-09-07
34939,19367,148,paczka,61,60,32,11857,2021-09-07
34940,19368,9210,paleta,65,74,54,186241,2021-06-30
34941,19369,15209,list,18,29,8,568,2021-03-11
34942,19370,2730,paczka,58,65,18,5513,2021-05-19
34943,19371,10994,paczka,69,57,43,25548,2021-01-30
34944,19371,3703,list,18,21,15,763,2021-01-30
34945,19372,12292,paczka,57,80,62,21517,2021-04-17
34946,19373,7918,list,15,40,9,810,2021-01-05
34947,19374,17047,paczka,32,69,73,2720,2021-10-07
34948,19374,6155,list,7,13,4,490,2021-10-07
34949,19374,9349,list,34,18,13,911,2021-10-07
34950,19375,19433,list,11,33,1,828,2021-01-25
34951,19376,19469,paczka,69,25,9,49308,2021-05-30
34952,19377,5165,list,38,17,7,582,2021-05-15
34953,19377,19862,paczka,98,97,95,31436,2021-05-15
34954,19377,3319,paczka,39,56,11,5129,2021-05-15
34955,19378,10295,paczka,9,33,86,43332,2021-07-02
34956,19379,11227,paczka,87,96,66,15404,2021-01-01
34957,19379,7648,list,5,29,4,18,2021-01-01
34958,19380,19050,paczka,32,20,46,36326,2021-04-19
34959,19381,13658,paczka,7,63,81,38926,2021-03-29
34960,19382,19902,paleta,39,97,27,111356,2021-05-07
34961,19382,13256,list,19,21,13,915,2021-05-07
34962,19383,5616,paczka,24,85,73,36079,2021-04-09
34963,19384,5927,paczka,5,65,41,19576,2021-01-03
34964,19385,17484,list,14,39,19,149,2021-08-18
34965,19386,1193,paleta,25,35,85,148419,2021-05-11
34966,19386,6562,paleta,57,57,88,142505,2021-05-11
34967,19386,19791,list,11,35,19,856,2021-05-11
34968,19386,10099,list,22,42,17,619,2021-05-11
34969,19387,10637,paleta,84,64,97,65227,2021-05-03
34970,19388,13875,list,6,11,18,593,2021-08-21
34971,19388,10038,paleta,73,42,97,56677,2021-08-21
34972,19388,15017,paleta,44,92,34,181181,2021-08-21
34973,19388,3079,paczka,93,44,20,22972,2021-08-21
34974,19389,13268,paczka,62,99,8,32968,2021-05-13
34975,19390,15665,paleta,83,37,70,121541,2021-09-11
34976,19390,16216,list,26,17,14,333,2021-09-11
34977,19390,16916,list,34,18,8,486,2021-09-11
34978,19390,16337,list,15,7,5,782,2021-09-11
34979,19391,10052,paleta,58,79,49,145815,2021-03-16
34980,19392,5753,list,49,9,8,160,2021-06-13
34981,19393,5518,list,33,15,11,565,2021-04-21
34982,19393,1411,paleta,43,31,99,146030,2021-04-21
34983,19394,10087,paczka,39,40,49,30964,2021-04-25
34984,19394,1188,paczka,51,43,11,527,2021-04-25
34985,19395,10078,paczka,52,40,54,26541,2021-05-06
34986,19396,4563,paleta,39,97,56,162745,2021-10-03
34987,19397,12136,list,22,12,16,949,2021-08-06
34988,19397,19690,paleta,56,38,87,106407,2021-08-06
34989,19397,16926,list,42,29,18,162,2021-08-06
34990,19398,1731,paczka,39,47,86,17904,2021-10-06
34991,19399,4976,paleta,98,41,51,63425,2021-03-10
34992,19400,2841,paleta,80,38,49,140400,2021-08-18
34993,19401,17310,paczka,6,96,68,31231,2021-01-11
34994,19402,11680,paleta,89,38,99,141082,2021-03-16
34995,19402,6784,paczka,19,75,83,10115,2021-03-16
34996,19402,10272,list,10,28,1,312,2021-03-16
34997,19403,66,list,49,29,11,755,2021-09-27
34998,19404,6427,list,44,28,10,198,2021-08-05
34999,19405,14024,list,10,35,1,663,2021-02-17
35000,19406,11365,list,26,33,9,887,2021-05-08
35001,19406,14762,paleta,89,74,85,30552,2021-05-08
35002,19407,8510,paczka,88,86,90,17173,2021-03-01
35003,19407,16705,paleta,20,38,51,49553,2021-03-01
35004,19408,15546,paczka,76,8,67,2448,2021-03-05
35005,19409,15537,paczka,8,79,66,6182,2021-03-13
35006,19409,10766,paleta,68,89,68,48231,2021-03-13
35007,19410,10824,paleta,20,54,46,184307,2021-02-08
35008,19410,2004,list,22,28,4,595,2021-02-08
35009,19410,18210,paczka,9,27,12,44447,2021-02-08
35010,19411,11038,paczka,10,94,30,4608,2021-03-16
35011,19412,12800,paleta,21,54,29,140365,2021-02-13
35012,19412,4940,list,28,24,12,742,2021-02-13
35013,19413,4179,paczka,6,35,95,17874,2021-09-18
35014,19413,5140,list,45,28,14,187,2021-09-18
35015,19413,6110,paleta,70,80,86,137857,2021-09-18
35016,19414,15996,paleta,60,23,84,72170,2021-09-17
35017,19415,1723,paleta,52,95,88,147908,2021-08-05
35018,19416,6741,paczka,47,47,46,5272,2021-02-19
35019,19417,4721,paleta,68,69,90,89119,2021-06-14
35020,19417,19068,list,33,24,2,436,2021-06-14
35021,19418,5656,paleta,57,38,83,179276,2021-10-21
35022,19419,1780,paleta,69,36,87,124580,2021-06-14
35023,19420,14973,list,24,36,18,670,2021-03-12
35024,19420,18169,paleta,85,51,28,121171,2021-03-12
35025,19421,18217,paleta,43,36,41,26164,2021-01-07
35026,19422,10038,paczka,97,80,24,7168,2021-10-14
35027,19422,1066,paczka,81,31,50,24859,2021-10-14
35028,19422,12799,list,33,32,18,376,2021-10-14
35029,19423,228,list,45,7,12,918,2021-03-26
35030,19424,4695,paczka,37,35,50,14708,2021-09-28
35031,19425,9579,list,37,11,11,624,2021-03-15
35032,19426,19795,paczka,18,88,74,28063,2021-03-19
35033,19427,15487,list,8,9,9,163,2021-07-27
35034,19427,8022,list,35,41,4,778,2021-07-27
35035,19427,17542,paleta,36,81,93,148348,2021-07-27
35036,19428,11754,paleta,24,86,66,127563,2021-08-12
35037,19429,2186,list,19,5,3,987,2021-03-17
35038,19429,7682,list,24,23,11,573,2021-03-17
35039,19429,18115,paleta,99,27,89,190117,2021-03-17
35040,19430,11258,paczka,61,66,12,34528,2021-09-04
35041,19431,9864,paczka,22,64,79,13749,2021-01-23
35042,19431,10720,paczka,52,64,36,9939,2021-01-23
35043,19432,5340,list,17,35,14,189,2021-01-22
35044,19432,6049,paczka,97,72,62,19832,2021-01-22
35045,19433,19605,paleta,90,88,40,112414,2021-01-25
35046,19433,327,paczka,64,9,47,24517,2021-01-25
35047,19433,6363,paczka,32,98,99,25643,2021-01-25
35048,19433,8793,paczka,17,43,11,47966,2021-01-25
35049,19434,12887,paleta,35,70,90,197192,2021-06-12
35050,19435,1099,paczka,61,25,37,29751,2021-08-18
35051,19436,1433,list,41,40,6,760,2021-09-16
35052,19436,17741,paczka,75,17,41,28824,2021-09-16
35053,19436,13749,paleta,60,21,62,196784,2021-09-16
35054,19437,10986,list,20,23,16,868,2021-05-11
35055,19438,2691,paczka,12,72,9,34958,2021-06-09
35056,19439,17977,list,27,42,1,805,2021-03-13
35057,19439,8776,paleta,70,74,47,192639,2021-03-13
35058,19439,3495,paleta,79,58,98,132291,2021-03-13
35059,19440,7415,list,28,20,17,548,2021-04-06
35060,19441,2885,paleta,27,66,81,174690,2021-10-09
35061,19442,15303,paczka,59,61,9,43708,2021-05-05
35062,19443,3534,list,8,27,2,492,2021-05-03
35063,19444,15643,paczka,67,26,25,5970,2021-10-05
35064,19445,18151,paczka,99,47,30,13026,2021-08-28
35065,19445,14361,paczka,85,24,56,46176,2021-08-28
35066,19446,10426,list,32,32,9,786,2021-09-01
35067,19446,15942,list,28,25,9,682,2021-09-01
35068,19447,16200,list,29,22,3,968,2021-02-03
35069,19448,17575,list,6,16,19,409,2021-06-29
35070,19449,10745,paczka,88,51,69,18171,2021-05-26
35071,19450,15695,paczka,56,99,90,7620,2021-04-05
